2013-12-31,012345,1	
2013-12-31,1000WaysToDie,1	
2013-12-31,1000_,1	
2013-12-31,101,1	
2013-12-31,10ThingsIHateAboutYou,1	
2013-12-31,10fingers10toes,1	
2013-12-31,12,2	
2013-12-31,13YearsABa,1	
2013-12-31,13favorites,1	
2013-12-31,16,1	
2013-12-31,160,1	
2013-12-31,180nacontramao,1	
2013-12-31,19,1	
2013-12-31,1ARDA,1	
2013-12-31,1D,1	
2013-12-31,1Dmemories2013,3	
2013-12-31,1d,1	
2013-12-31,1direction,1	
2013-12-31,1dmemories2013,1	
2013-12-31,1st,1	
2013-12-31,1stvine,1	
2013-12-31,20,3	
2013-12-31,2008memories,2	
2013-12-31,2011,1	
2013-12-31,2013,15	
2013-12-31,2013ArianatorMemories,3	
2013-12-31,2013BestMemories,4	
2013-12-31,2013FAVES,1	
2013-12-31,2013FanpageMemories,1	
2013-12-31,2013Fave,2	
2013-12-31,2013Faves,9	
2013-12-31,2013Favs,2	
2013-12-31,2013FinalPackSession,1	
2013-12-31,2013Follow,79	
2013-12-31,2013HasTaughtMe,1	
2013-12-31,2013JustinMemories,1	
2013-12-31,2013MahomieMemories,3	
2013-12-31,2013Memeries,1	
2013-12-31,2013Memerios,1	
2013-12-31,2013Memories,62	
2013-12-31,2013Memory,2	
2013-12-31,2013SeAcaba,1	
2013-12-31,2013SweeranMemories,2	
2013-12-31,2013TaughtMe,19	
2013-12-31,2013bestmemories,1	
2013-12-31,2013classic,1	
2013-12-31,2013fave,1	
2013-12-31,2013faves,4	
2013-12-31,2013folllow,5	
2013-12-31,2013follow,9	
2013-12-31,2013memorablemoments,1	
2013-12-31,2013memories,8	
2013-12-31,2013regrets,1	
2013-12-31,2014,12	
2013-12-31,2014ALIENMEERKATSYEAR,1	
2013-12-31,2014iscoming,1	
2013-12-31,2014sweg,1	
2013-12-31,20likes,1	
2013-12-31,20tomorrow,1	
2013-12-31,21,1	
2013-12-31,21JumpStreet,1	
2013-12-31,23,1	
2013-12-31,24,1	
2013-12-31,247INLOVE,1	
2013-12-31,251,1	
2013-12-31,28,1	
2013-12-31,2Girls1cup,1	
2013-12-31,2Guns,1	
2013-12-31,2K13Memories,2	
2013-12-31,2ManMovieMarathon,1	
2013-12-31,2PAC,1	
2013-12-31,2StepAtTheEnd,1	
2013-12-31,2chainz,1	
2013-12-31,2home,1	
2013-12-31,2k13,2	
2013-12-31,2k13Memories,3	
2013-12-31,2k13mem,1	
2013-12-31,2k13memories,30	
2013-12-31,300,1	
2013-12-31,30pair,1	
2013-12-31,31,1	
2013-12-31,312,2	
2013-12-31,33,1	
2013-12-31,34,1	
2013-12-31,365DiasSePassaramEOMeuAmorPelaFlyS,1	
2013-12-31,378,1	
2013-12-31,3am,1	
2013-12-31,3hunna,1	
2013-12-31,417,1	
2013-12-31,43,1	
2013-12-31,441,1	
2013-12-31,49ERS,1	
2013-12-31,4yeardifference,1	
2013-12-31,50,1	
2013-12-31,513,1	
2013-12-31,55,1	
2013-12-31,555,1	
2013-12-31,5SOSFAM,1	
2013-12-31,5SOSFam,1	
2013-12-31,5SOSfamilyfollowspree,1	
2013-12-31,5months,1	
2013-12-31,5sosfam,1	
2013-12-31,5sosfamilyforever,1	
2013-12-31,60,1	
2013-12-31,666,1	
2013-12-31,6pack,1	
2013-12-31,90,2	
2013-12-31,987WelcomesTheWanted,2	
2013-12-31,A1,1	
2013-12-31,ACinderellaStory,1	
2013-12-31,AGUILAAAAAAAAAAAAASSSS,1	
2013-12-31,AMININ,3	
2013-12-31,ASAPGivesBack,1	
2013-12-31,AVeryPotterNYE2013,1	
